__timestamp,location_name,latitude,longitude,PM2.5
12-02-2019,"Central School, Lucknow - CPCB",26.8821003,80.9302753,142.582907
07-10-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,142.5768
15-11-2019,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,142.3913043
10-11-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,142.3493069
25-10-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,142.0543878
23-01-2021,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,141.953125
25-12-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,141.9427083
16-01-2018,"Central School, Lucknow - CPCB",26.8821003,80.9302753,141.8267708
01-02-2021,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,141.7544118
21-10-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,141.7035556
21-03-2018,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,141.6551613
21-12-2018,"Central School, Lucknow - CPCB",26.8821003,80.9302753,141.5921875
17-01-2018,"Central School, Lucknow - CPCB",26.8821003,80.9302753,141.5638043
16-03-2018,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,141.4875281
18-03-2019,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,141.375
11-03-2021,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,141.3529412
17-03-2021,"Central School, Lucknow - CPCB",26.8821003,80.9302753,141.1903846
02-01-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,141.134375
08-03-2019,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,141.1148936
12-02-2018,"Nishant Ganj, Lucknow - UPPCB",26.871428,80.957145,141.0163934
27-12-2018,"Nishant Ganj, Lucknow - UPPCB",26.871428,80.957145,140.9247312
